PC1,PC2,cluster
0.37680353871740074,-1.0977970507229784,8
0.06825955618132509,-2.0409165084086447,8
1.157119402514139,0.5081867281031898,0
-3.431260736792149,0.8699426196549849,9
-0.5266264505598408,-1.3371758944198724,7
-1.1406469313478866,-2.550133712261328,8
0.012574535336826178,-0.6181314014224044,1
1.4783104440083485,-0.9478355308237593,6
1.1051998444864854,0.12456855897373444,2
-1.5624047825740017,-1.1219970035070168,5
-0.31027850884210223,1.9207711693498135,4
0.9886786586148477,-0.8361982451059355,1
1.5308315085913136,0.4207124301568339,0
1.2949290933794468,0.22693507093413565,0
-1.8890411981758681,-0.6923232878376583,9
1.4584777789927648,2.0281516558906705,0
0.31000556742027185,-0.5450585310197014,1
1.1472067974923397,-0.2831099405955886,1
0.29812081941690427,-0.1454967340321577,6
1.5308315085913136,0.4207124301568339,0
0.6979353990120738,0.7962146523429667,0
0.06917674706431669,0.7445212240397466,0
-0.024068958085113983,1.9543415834000417,4
-2.351136784742689,-0.7538730606946541,7
-0.6112907348114478,1.0633934823719877,4
-0.33995144556613155,1.5389192087294028,4
0.7443613675651244,-1.1350078124432472,6
-0.13439548075435997,-1.1250334969145155,8
0.056132750813321274,-0.4214136918073822,1
-0.7515967790142261,0.6626513905343057,3
-2.774468912186808,0.47927817945981177,7
-1.595868783147038,-0.8375431176926922,7
-2.753042261524283,0.6580550163627589,7
1.0146870324415749,0.5401848094845455,0
0.8806414686326138,0.21361507073893746,2
2.0085905989767068,-0.43249226978658306,6
0.5474585315290359,1.043316898852886,2
-0.5983266759853032,1.6189991357938354,2
1.3649051382251038,-0.5308036412807388,1
0.5422367673412652,0.7444995047697217,2
-0.7162560416833674,-2.621700752820678,8
1.4443320224094691,-2.077590927593469,6
0.7912881250181383,-1.2348583502520811,6
-1.8289724178836744,-0.24865456557097065,7
0.07657216466805952,0.6635169194868953,2
1.3271331296681634,-1.222865981734698,6
0.6254992489146654,1.3182885748992976,0
1.1122745734274917,0.47159859232869283,0
-0.0026423074225887353,2.133118420302989,4
0.13757112183760492,-0.17822115640554498,0
-1.139947478229074,0.6929252431749956,4
1.5749796527971291,0.778301829636534,0
-0.4879038393599294,-0.39392245289948846,1
-1.0020127796663538,0.02792087943731659,7
0.09171343031171032,-1.0974562444699754,8
-1.3174724645572646,-1.1313025953401858,5
1.2488172459725855,0.9737913285893133,0
0.09764651854035535,-0.7046524910229596,1
1.2702438966351108,1.1525681654922606,0
0.6117384835166118,1.5796474095617277,0
0.581615262963051,1.059268613384067,0
-0.941580965524499,0.6625427297035933,4
-0.08960341855041336,-2.609603349014285,8
-3.4522614683188113,0.3034685662044026,9
0.9863077969866736,1.0691392844079268,2
0.19592516360419435,1.3014636874102343,0
-1.5387699283266538,-0.8166378215579706,7
1.2488172459725855,0.9737913285893133,0
0.11728723818256104,2.1228993328535064,4
-0.28698194952910117,-0.09485029761022848,1
-0.39983055089943553,-1.3469932273325465,8
-0.3980668071027278,0.25674036764860425,5
-0.19447647367059484,-2.763232115108093,8
0.43768788086623384,1.0784920826427116,0
-0.47125544103288036,-0.6862065362631307,1
-1.0506085909014942,-0.50946340091492,7
0.028444415213989965,-1.039642339617021,5
1.0006735599968037,1.3337558730402646,0
-2.4612948744193797,0.5173011741662487,9
0.46878307285172505,1.0642718319238904,0
1.1859278086797564,0.5849649377812969,2
0.7803172986587915,1.5235021366528982,0
